iteration,timesteps,return,actor_loss,critic_loss,total_loss
1,5511,-110.95079539875806,-0.009591343965693996,254.87919343559892,127.42986296179828
2,10695,-112.88218071986678,-0.0010369774366361841,68.40161187113739,34.19962559792939
3,16101,-113.88404614142351,-0.006423451882255904,90.88035976607352,45.43361205980182
4,21329,-110.4159188357327,-0.007244398478438617,69.76279544215049,34.87400836483125
5,26463,-108.0616809313995,-0.007453870413000467,61.39108196399251,30.687942483776904
6,31332,-115.48781185241151,-0.007269246330494123,7.121008765937498,3.553091671562835
7,36779,-109.79938458009157,-0.011043313232768408,33.34699340765687,16.662310536266226
8,41579,-111.22939767259778,-0.006074732881022789,1.5028721941199814,0.7452196898896282
9,46379,-109.2806144481652,-0.0028677240798392597,0.9990565375472508,0.4965204741452297
10,51179,-105.46317864635051,-0.006600648429694361,0.7001222392608379,0.3433213410577897
11,56367,-105.4685868767257,-0.009979243959557231,13.473612514819164,6.7266880319804745
12,61249,-93.42323012171036,0.0005747335064306594,6.496592206390281,3.248731761909368
13,66120,-97.15674074421493,0.00442859844328199,11.202873703422426,5.605726170860514
14,70920,-92.72977889891979,-0.006769727820005172,2.1679058235425215,1.0770437847345302
15,75765,-83.46598704348008,-0.007310352118240969,11.92565547581762,5.955378315843908
16,80565,-73.8385545745076,-0.006795707576399304,0.7397862986191032,0.3629591262985751
17,85526,-85.96468225492907,-0.006031587520482564,11.538608497802658,5.763133644666334
18,90509,-85.33785739985225,0.00019535595377222193,14.455841883789144,7.227975996239652
19,95380,-79.03065695999776,-0.010179325941686959,6.828462007763661,3.403911512691292
20,100180,-70.60909679510839,-0.005737993803679303,0.7338311106451159,0.36103789126727637
21,104980,-62.16556625784036,0.006399491318006767,1.0733792630489916,0.5429497701115906
22,109842,-68.34510424962937,-0.006611803848819251,6.660305378206989,3.323401374289565
23,114642,-48.5200381284522,-0.004800776537822586,0.5144175768003497,0.25226863549733664
24,119442,-50.11500496876882,-0.001411869913005294,0.6243446801717465,0.3106214161007068
25,124242,-48.342800191598734,-0.006291790886936731,0.7403702051252932,0.36375440124954495
26,129042,-32.50815363768734,0.003803487735248245,0.6367090199373465,0.3220194880150061
27,133739,-67.94985302480949,-0.007832956622492095,5.235575361818563,2.609816468641406
28,138539,-28.86617388271935,0.005748964927118757,0.903640158150507,0.4574307877084483
29,143339,-23.933616819685227,-0.009934859280382456,1.4685395286959622,0.7241973639005729
30,148139,-12.12760137595444,-0.009753771344321649,1.066313523799181,0.5232662712223828
31,152856,-41.27532911273175,0.021764195431023835,8.009650703576895,4.026452840291537
32,157096,-33.63559806827259,-0.005379425152680095,15.708551842339185,7.848759837296544
33,161944,-27.697420043840623,-0.00910847558578312,12.928888620918288,6.455199302886339
34,166744,11.097549038929444,-0.0005621243562333261,1.1000308012650684,0.5493168721791186
35,171668,-12.553252601316213,-0.022275035748524324,3.719344995703016,1.8372611905847276
36,176468,9.920735909332,-0.0038992021267020374,1.095959161946533,0.5439443839799374
37,181268,26.010203177105456,-0.0022811310365796087,1.1072292558848857,0.5511978719383478
38,186068,24.604812741995087,-0.025173649861244485,1.182934606447816,0.5661582667380571
39,190343,16.470799311003518,0.00047361632769412184,22.388665483352987,11.194671147681298
40,194726,-30.353418870243573,-0.008822560842548097,28.629340298592098,14.305712199873394
41,199526,46.278581175479765,-0.006023487583168338,1.4039616119638783,0.6958223377989832
42,204897,-11.924015240809132,-0.01505569534169303,24.56390597328307,12.266763103386712
43,209697,42.68085249522414,-0.009392157917221387,1.610239912668864,0.7955936320622762
44,214552,13.164359181175003,-0.007975751086802466,10.874572972242978,5.429176682319265
45,219153,28.381913826110644,-0.005143701924512593,24.088592945001064,12.03901895804283
46,223926,66.47986689181859,0.021204600089954007,21.12522551748488,10.583683535787795
47,229169,3.385693523026518,0.009305062694746314,51.97415334738574,25.99624767581236
