iteration,timesteps,return,actor_loss,critic_loss,total_loss
1,1500,-500.0,-0.00844384483837833,806.0944683074952,403.03878548940025
2,2828,-442.0,-0.005778728846815371,421.6662420363653,210.82733444940476
3,3994,-388.3333333333333,-0.006234787090675366,258.55069172507837,129.2691000587062
4,5136,-379.6666666666667,-0.0013766717781459005,334.0637856475578,167.03050301291725
5,6301,-387.6666666666667,-0.007376844541316754,190.27292753520766,95.12906991557071
6,7663,-453.3333333333333,-0.009655228432860563,144.51747421784833,72.24906158880754
7,8943,-425.6666666666667,-0.012160609178245067,136.3140080769857,68.14482039133708
8,10167,-305.0,-0.01001755808480084,110.27657577514648,55.12824467897415
9,11231,-211.8,-0.013119289597782951,178.90510211846768,89.439404634329
10,12388,-230.4,-0.01749050334390057,205.90676849766783,102.93587130715973
11,13513,-186.5,-0.011580147265085897,177.9018633573958,88.93932698073897
12,14653,-141.5,-0.00767359777950169,101.34571596209922,50.66515522324637
13,15754,-136.625,-0.0038790192713754044,73.23524788750542,36.61371433469984
14,17102,-167.5,0.0013242828321050513,116.49576829363416,58.249176075408506
15,18134,-128.0,-0.008529549532492334,59.22141848007838,29.602145542701084
16,19186,-115.88888888888889,-0.00977202826175284,75.21089157777674,37.595639066135185
17,20317,-112.1,-0.0021379991485779987,47.55305598197727,23.774357078272267
18,21426,-99.81818181818181,-0.014710770664646863,46.08618156019464,23.028345935315972
19,22507,-107.1,-0.01001062901923433,43.89837638630586,21.939144218669217
20,23621,-110.4,0.001010638441786998,87.213450272878,43.60770665274726
21,24681,-116.77777777777777,-0.005673381944631671,81.34690489210524,40.667746535292615
22,25726,-103.5,-0.01293976627947653,56.68622040468104,28.330137589398554
23,26792,-87.83333333333333,-0.0129473781153079,35.56709618106965,17.770569229125975
24,27817,-92.18181818181819,-0.01480393980848877,40.17668495528838,20.07351003569715
25,28946,-93.08333333333333,-0.008079043050788135,40.03099829355876,20.00739066865709
26,30056,-91.5,-0.005927314469590783,36.814997874365915,18.401543429162768
27,31081,-84.41666666666667,-0.009540292585049482,36.22071433435468,18.10078813205747
28,32173,-108.2,-0.012313527096476819,70.00387850337559,34.98960376977921
29,33233,-87.33333333333333,-0.007740140791215441,62.55704407411463,31.270757024428423
30,34291,-87.16666666666667,-0.00412870558008735,29.08073630477443,14.536212686336402
31,35332,-103.1,-0.0038247285410761833,55.024532744463755,27.50841501460356
32,36425,-98.36363636363636,-0.016960062955816587,42.95560998121898,21.460817119148043
33,37547,-92.5,0.01054335303668832,93.93389839961611,46.97745869077485
34,38636,-89.75,0.00021092655758062998,41.845812292659986,20.923087428597842
35,39669,-92.9090909090909,-0.0018813952844699516,44.294723202200494,22.145456246768727
36,40846,-106.0,0.0029376413440331817,85.04030173475093,42.523062749342486
37,41985,-102.54545454545455,0.0014607419591578367,57.05359247933447,28.528228540336137
38,43075,-89.83333333333333,0.0004475912648356623,64.46775546140141,32.23429844015175
39,44184,-91.41666666666667,-0.00515033618541639,56.774222302299016,28.38193504796552
40,45218,-85.16666666666667,-0.0037850994835881627,31.742771339416503,15.86757350248449
41,46273,-80.15384615384616,-0.008547319391046661,16.73251444460398,8.357684798987515
42,47359,-89.5,-0.005107536828709822,35.142840738007514,17.566286795067064
43,48423,-80.84615384615384,-0.004215600658208132,23.778510684967042,11.885016339619954
44,49488,-87.75,0.0003084041980198688,30.60135403606627,15.300964464743933
45,50520,-92.81818181818181,-0.0029751965744622254,34.84748397002349,17.42074502803184
46,51569,-86.41666666666667,-0.0033687071066678446,62.61777089062859,31.305495256536148
47,52659,-82.84615384615384,-0.004308924880913562,31.499740779172214,15.745538580086496
48,53690,-84.91666666666667,0.0033834756806839345,51.18586793056754,25.596295245858126
49,54769,-76.07142857142857,-0.0037245037965476513,19.062642215279972,9.527573380750768
50,55846,-75.92857142857143,-0.005884505622088909,21.373962851131665,10.681075937607709
51,56885,-93.45454545454545,-0.0030422852429396966,38.0961554330938,19.04501673754524
52,57963,-81.92307692307692,-0.007832864065043974,35.91631223665957,17.950299414577863
53,58991,-84.66666666666667,0.0005506488054009255,28.26459033760482,14.132823769917746
54,60048,-80.3076923076923,-0.0022163885784008213,38.12937251941578,19.06244941659876
55,61243,-90.92307692307692,-0.008593401681907751,48.460911962721084,24.221840469925493
56,62289,-86.16666666666667,-0.007385777632760651,37.78165936189539,18.88342243082383
57,63341,-79.92307692307692,-0.004506141159541999,33.07586554032338,16.533406674107418
58,64408,-81.07692307692308,-0.0050358731852183525,22.034495869804832,11.01219254101024
59,65552,-94.33333333333333,-1.1884763836860656e-05,30.97125036621094,15.485591430664062
60,66627,-96.72727272727273,-0.0022663448553751496,63.506894347246956,31.75116054871503
61,67760,-112.3,-0.001799666778727745,110.28593595292833,55.141150050693085
62,68844,-82.38461538461539,-0.006262614550616811,65.76708124946146,32.87725705539479
63,69935,-89.91666666666667,-0.00395847500703477,51.981217270597405,25.98663128844095
64,70971,-78.6923076923077,-0.006027028546668589,35.74454244445352,17.866222732207355
65,72032,-80.61538461538461,-0.00432763653807342,21.42988550522748,10.71059287295622
66,73105,-81.53846153846153,-0.003750519946847549,29.548399252050064,14.770426321029664
67,74200,-98.54545454545455,-0.002627192359842077,56.49779494804672,28.24624922909314
68,75266,-81.0,-0.007064856416989295,27.26348778747377,13.624657338573819
69,76336,-81.3076923076923,-0.008633181373248013,30.020981742114557,15.001836701137263
70,77439,-77.78571428571429,0.0015078801419827845,18.55760687667054,9.280290450368609
71,78472,-85.08333333333333,0.00205904086229994,15.862471238304588,7.933276482189403
72,79561,-76.78571428571429,-0.007802657951186929,14.920251418319014,7.45230691962772
73,80592,-92.72727272727273,-0.002376912148011958,51.71329414143282,25.854257110988392
74,81666,-96.63636363636364,-0.015184622243165023,57.067574879479785,28.518589367942205
75,82720,-80.07692307692308,-0.004586211790549842,17.15184913523057,8.571323748195873
76,83799,-82.0,-0.005082853998550597,13.182762471367331,6.58628307651071
77,84867,-81.15384615384616,-0.006406328142346705,35.75788994957419,17.872525114171644
78,85956,-76.78571428571429,0.0010594452775660014,20.214560159047444,10.108322520483108
79,86982,-92.27272727272727,-0.012277552633787747,44.88516546767435,22.430292401784733
80,88019,-85.41666666666667,-0.008613652094605972,36.67787265777588,18.33030585375699
81,89045,-84.5,-0.019470025887485684,41.48812190497794,20.724578604465577
82,90098,-80.0,-0.005384100847603644,17.15519541011137,8.572201731625725
83,91176,-81.92307692307692,-0.006210398509660188,9.562474200304816,4.775015826786266
84,92261,-89.41666666666667,-0.0014787161782864602,36.383890355017876,18.190456451908236
85,93348,-76.64285714285714,-0.006128819395664586,19.66604152357722,9.826881816588253
86,94382,-85.16666666666667,-0.0007734992952250383,37.73178326101864,18.86510910426869
87,95428,-94.0909090909091,-0.005724095262806205,58.65568046569824,29.322107472139248
88,96481,-86.75,-0.0005113273703803619,49.24913324731769,24.62404581633481
89,97550,-81.23076923076923,-0.004033490975191931,20.1158762095887,10.053895585330917
90,98634,-82.38461538461539,-0.0013024796661089307,48.672675010136196,24.335026366370066
91,99663,-78.15384615384616,-0.009656814642606633,23.403067842651815,11.691867826265447
92,100767,-83.92307692307692,-0.008780616176097768,20.699163142948933,10.340791189507263
93,101838,-81.38461538461539,-0.007073608136528896,24.436119596163433,12.210976958274841
94,102982,-87.0,-0.003278652163969595,48.93526667794265,24.464346901845122
95,104108,-85.61538461538461,-0.001331980045263966,39.56868624157376,19.783004077275596
96,105204,-90.33333333333333,0.002181275942168393,52.2887527340061,26.14655023092752
97,106258,-80.07692307692308,-0.0035110880346859203,26.88522981194889,13.4390969136182
98,107332,-81.61538461538461,0.0036495324845115342,54.855859438578285,27.43157144387563
99,108368,-85.33333333333333,-0.016488456791814637,41.84862391527961,20.907815534928265
100,109404,-78.6923076923077,-0.004691724829814013,17.56263859131757,8.776620407665478
101,110468,-87.66666666666667,-0.003109464416389956,55.45594379200655,27.724857033000273
102,111566,-83.46153846153847,-0.006631265757864134,46.737374538845486,23.36205110549927
103,112635,-88.08333333333333,0.0009126159406843639,42.147669292631605,21.074741953895206
104,113680,-79.38461538461539,-0.002449879672416707,14.028724463944583,7.011907668457818
105,114787,-78.07142857142857,-0.004883679033567508,31.76851151254442,15.879367876052857
106,115843,-87.0,0.00022249432125439247,76.94590683778127,38.47317111492157
