iteration,timesteps,return,actor_loss,critic_loss,total_loss
1,1030,20.19607843137255,-0.011080289199467628,125.48462793903965,62.723870523514286
2,2064,27.945945945945947,-0.0037614122632138886,171.35179224148604,85.6644916444877
3,3109,37.32142857142857,-0.015328012993110412,196.65214331753282,98.30295579979219
4,4139,49.04761904761905,-0.020081977577715675,164.50277559616987,82.2235356947955
5,5188,104.9,-0.017085877785073787,189.5839174994107,94.76651874410695
6,6297,85.3076923076923,-0.010921576311294404,173.94136926862927,86.9513119644589
7,7434,126.33333333333333,-0.012026580500726898,176.40275980631512,88.18063626819186
8,8486,175.33333333333334,-0.01074941852951751,113.21809919020708,56.589090762418856
9,9792,163.25,-0.015838589507547563,149.37555741364102,74.66272772183208
10,10961,194.83333333333334,-0.006680974311640729,80.48527013454513,40.22611104641036
11,12117,192.66666666666666,-0.0014883182457227126,30.00069362711985,14.98841898674422
12,13158,260.25,-0.012026280889232807,140.70689131792855,70.33115258497351
13,14356,399.3333333333333,-0.010055814984074811,169.77801312898336,84.86833242784466
14,15392,345.3333333333333,-0.004958524318028461,87.605851094863,43.786617974674
15,16660,422.6666666666667,-0.0030485498206689952,137.66544040679932,68.81784552335739
16,17733,357.6666666666667,-0.00316771403338541,161.49926891326905,80.73419015547809
17,18991,314.5,-0.009391902333591133,178.52119935035705,89.23861747264863
18,20231,413.3333333333333,-0.004150958068203181,151.6882405471802,75.82680311441422
19,21314,270.75,-0.017626530630698082,91.93115739483136,45.93438169607532
20,22458,381.3333333333333,-0.008716310909949242,198.9951748000251,99.47545183499655
21,23958,500.0,-0.0038323470333125444,181.51548120975494,90.73961553772291
22,25140,295.5,-0.0054609281885460385,435.73088157467726,217.84527206420898
23,26463,441.0,-0.005545713905191336,232.36765874349155,116.16317514731334
24,27773,262.0,-0.010653627124459794,28.934923311074574,14.440772896011671
25,28935,387.3333333333333,-0.014327768694983065,86.41666331769486,43.178139203949904
26,29998,354.3333333333333,-0.0038492235245511813,58.20641180767733,29.08313900302438
27,31082,361.3333333333333,-0.011944640822270338,189.66741786283606,94.80559004615336
28,32444,272.4,-0.016186742879752372,155.77297150122152,77.8536203165312
29,33486,347.3333333333333,-0.006351424432717837,51.94995214902438,25.95108815706693
30,34644,289.5,-0.020041050275833142,19.381223794890612,9.652710504648162
31,36144,500.0,-0.007047268812311813,158.94601014852523,79.44736746946971
32,37475,332.75,-0.007599022979495141,215.46764043607456,107.70734755275885
33,38869,464.6666666666667,-0.007680801297961311,117.8906776601618,58.9184429992329
34,40310,480.3333333333333,-0.0017206685799781396,151.12912340164183,75.54279772095059
35,41409,274.75,-0.01373887165008407,204.48175522962563,102.20745202886914
36,42893,494.6666666666667,-0.004041893465910107,238.8347632129987,119.39298054377238
37,44365,294.4,-0.0065474262339589384,297.59982475612475,148.7729194060616
38,45865,500.0,-0.010372574602176126,106.91299375693004,53.424874327580135
39,47300,478.3333333333333,-0.003949815804121897,192.76598587497122,96.35733938073103
40,48479,393.0,-0.00481610896751144,121.66079172998104,60.803091215637494
41,49979,500.0,-0.004587026199253348,216.68997362805652,108.31696187799628
42,51479,500.0,-0.004358190672639605,235.356608866346,117.64979725767546
43,52951,490.6666666666667,-0.005639063097212626,224.99218455190243,112.46691516378651
44,54062,370.3333333333333,-0.0034554038300282424,275.3106479856703,137.6275418387519
45,55545,494.3333333333333,-0.005386088511052852,136.15085878769557,68.04472376406193
46,56807,420.6666666666667,-0.004741626256145537,229.92925992965698,114.9343454027176
47,57942,378.3333333333333,0.009756139013916254,278.1710573832194,139.06969211215065
48,59093,383.6666666666667,-0.008204121700173437,276.39116698044995,138.1619131732545
49,60593,500.0,-0.0012858849508559395,245.709188568181,122.82624823471596
50,61626,344.3333333333333,-0.001767504371373969,316.57078657711253,158.25715254615335
51,63126,500.0,-0.0026787887055737276,179.7072518269221,89.82375057935715
52,64626,500.0,-0.00910755154909566,173.11852991978327,86.52203771074613
53,65894,422.6666666666667,-0.00619819355233163,229.2317691302851,114.58280679070245
54,67053,386.3333333333333,-0.004505973948950046,269.9442027844881,134.9406944124322
55,68553,500.0,-0.005154821319350352,199.85654420057932,99.8955364783605
56,70053,500.0,-0.004456491710152477,226.26217459837596,113.09821378787359
57,71553,500.0,-0.005978586516963939,230.8582128683726,115.39579487641653
58,73053,500.0,-0.006307123656119775,227.12718140313385,113.5283838105858
59,74553,500.0,-0.0016357484672750746,213.35463354928152,106.64599051097083
60,76053,500.0,-0.004248470955644734,182.79837632775306,91.3648238748312
61,77302,416.3333333333333,-0.005129287648014724,207.7467689704895,103.8387137556076
62,78502,400.0,-0.0062383079509201805,262.03043291192307,130.97872184452257
63,79709,402.3333333333333,-0.007985900558139148,215.4649167311819,107.694607569042
64,81209,500.0,-0.002207168028689921,236.83607641061147,118.38464549382527
65,82709,500.0,-0.0044088835207124555,217.15834833780926,108.54323489665985
66,84209,500.0,-0.002091417811721204,235.82087703383112,117.87605899213308
67,85571,272.4,-0.01344793594696305,302.77558044086805,151.34353890852495
68,86853,427.3333333333333,-0.007706118636720237,225.95104917429742,112.93647705117861
69,88112,419.6666666666667,-0.0040246446337550874,246.87609544754028,123.40230068206787
70,89485,457.6666666666667,-0.004735461055216464,227.6872307257219,113.80638384385543
71,90985,500.0,-0.002535071071298396,231.56759019236748,115.74766617133969
72,92485,500.0,-0.004055487465423843,213.31045798063278,106.61692618131637
73,93809,441.3333333333333,-0.0033298971087095284,236.6764118830363,118.30222017651512
74,94914,276.25,-0.007207532135433838,343.556738831567,171.7388650737825
75,96187,424.3333333333333,-0.005763754243172749,210.56385892455341,105.243467771519
76,97456,423.0,-0.008077575464431249,192.43796611839616,96.1774438737144
77,98755,433.0,-0.004421703866246934,190.32056381282734,95.12339097640934
78,99803,349.3333333333333,-0.0018925507054413009,197.29474758607222,98.61185684837247
79,101303,500.0,-0.002791934829050054,158.99562263886133,79.46013901631038
80,102743,480.0,-0.008359510635772904,215.59605062575568,107.75624475723657
81,104059,329.0,-0.009079910814762115,56.59969917672579,28.257095587058146
82,105123,354.6666666666667,-0.006611862455439918,294.07053976619943,146.9946460836074
83,106623,500.0,-0.006704534958892812,224.91277202765147,112.41586966911952
84,108123,500.0,-0.006952432286925614,227.16254708766937,113.5406372388204
85,109623,500.0,-0.00332690377951048,222.06203270363454,110.99331292275917
86,110916,431.0,-0.005911848751739377,197.0478609857105,98.4827402024042
87,112063,382.3333333333333,-0.007914445745862192,240.86945720248752,120.39253394868639
88,113218,385.0,0.0038018984740357037,189.88074341286784,94.91039454872194
89,114718,500.0,-0.003478347040557613,216.23832863171896,108.08105263113976
90,115949,410.3333333333333,-0.00014324850402772427,185.77589813232422,92.8537868309021
91,117265,438.6666666666667,-0.005857381405486605,164.73533891543312,82.32691381778955
92,118765,500.0,0.002100135385990143,217.45669519901276,108.69614495038986
93,120265,500.0,-0.003751592543752243,212.78122214476267,106.35231795708339
94,121422,385.6666666666667,-0.01348054756557471,248.63732255132575,124.27009629450346
95,122462,346.6666666666667,-0.00698124509962166,278.0018636927885,138.95955059949088
96,123577,278.75,-0.009578433084405131,373.4912064446343,186.7020602438185
97,125071,373.5,-0.0027990850193115573,152.14861893455188,76.03766481379668
98,126554,296.6,-0.006410310244453805,103.64690540274795,51.781504280713136
99,127694,285.0,-0.009247727133333683,227.9531998316447,113.93347107569376
100,128928,411.3333333333333,-0.012598413964733482,178.87916460990905,89.39373238325119
101,130334,468.6666666666667,-0.007685559111731973,163.3350095618855,81.62641868808053
